contract_address,evt_tx_hash,evt_index,evt_block_time,evt_block_number,from,to,value
0xf819d9cb1c2a819fd991781a822de3ca8607c3c9,0x2bb4e20776dc05725311c448cab575ff5be5a7a2fb558525e200243f05749ca0,134,2023-06-12 23:32:47.000 UTC,1.746725e+07,0xaa6aeb29d2c55c3090e782123dadbe61edcb2489,0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,34191393827663713115072
0xc36ad98e62598ae24d4487d8012209f687c30d45,0x25b2c368c07fc4b84d91a6bb2815ae2279aabfabed209a15d19cd7b24a649678,83,2023-06-12 23:36:47.000 UTC,1.7467269e+07,0x71cb3c6c5d30af1eca48a8fe0818c987f269b7e1,0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,1118571444203456892906918
0x7c7aa99027892c5647d8733c8e0f0b3fde4147bc,0x25b2c368c07fc4b84d91a6bb2815ae2279aabfabed209a15d19cd7b24a649678,84,2023-06-12 23:36:47.000 UTC,1.7467269e+07,0x0000000000000000000000000000000000000000,0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,1118571444203456892906918
0x3db045814d0a29d831fe38055cb97a956ef7cafb,0x69da801c88738322d77e6d9996e2838203461d8ffd3ccb8eeb93a9f849448f91,380,2023-06-12 23:38:11.000 UTC,1.7467275e+07,0xeefc2a37f38819d099b9b01aafe782381d15df76,0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,29874630038753647457899
0x1614f18fc94f47967a3fbe5ffcd46d4e7da3d787,0x72c32658d4537591da42a489d572f0bbbbdae0f53f442cbab0807e450cfd1bd3,145,2023-06-28 01:25:59.000 UTC,1.7574536e+07,0xefb59308f38dc31cbad9964e0a174074cbe20331,0xd8f35ef085d202fa7cad0e0c61da737b60e1f855,4634348547173208368785
0xcc4304a31d09258b0029ea7fe63d032f52e44efe,0xbecd60f315833b0d3d133edacc708735539e53ab52406384df7f92213c534dc1,400,2023-06-28 01:30:11.000 UTC,1.7574557e+07,0x56968bb1168b0e9314dca1eb3d1e7aaf0d32263e,0xd8f35ef085d202fa7cad0e0c61da737b60e1f855,1073804935931377621946
0xdac17f958d2ee523a2206206994597c13d831ec7,0x4caf2417a4dfd76cf0543df923e40fefb177e5df5e7aa5726365b25f97ca4763,235,2023-06-23 02:13:59.000 UTC,1.7539242e+07,0x11b815efb8f581194ae79006d24e0d814b7697f6,0x6893593c695d23f002f9278fa75ae1367ce78d96,6718515137
0x169bf778a5eadab0209c0524ea5ce8e7a616e33b,0x98cc9c74a26093e2e30ef13ae53e1f5d48a329342a17ec86e5d07a715e0a2343,229,2023-06-23 02:14:59.000 UTC,1.7539247e+07,0x136d841d4bece3fc0e4debb94356d8b6b4b93209,0x73055e3af6515e1aa61679edc55ffd4ba78e3d61,11497095814393141
0x544c42fbb96b39b21df61cf322b5edc285ee7429,0xe263cd64e0420bf2b33187c8631894a733c89666de6511ba396965749bf8078e,204,2023-06-23 02:15:47.000 UTC,1.7539251e+07,0x169bf778a5eadab0209c0524ea5ce8e7a616e33b,0x73055e3af6515e1aa61679edc55ffd4ba78e3d61,56804134333921722318348
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe263cd64e0420bf2b33187c8631894a733c89666de6511ba396965749bf8078e,205,2023-06-23 02:15:47.000 UTC,1.7539251e+07,0x169bf778a5eadab0209c0524ea5ce8e7a616e33b,0x73055e3af6515e1aa61679edc55ffd4ba78e3d61,3546500567
